RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-179,A,Aluno-179,2010,12,Menino,2022,Escola Pública,Ametista,"7,993","145,000",22,5,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"7,5","9,2","7,5",Sem limitações,"6,1",Sim,Não,"8,042","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-180,A,Aluno-180,2010,12,Menino,2018,Rede Decisão,Topázio,"8,442","42,000",11,3,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","8,3","6,3",Requer avaliação,"8,1",Não,Sim,"8,625","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-181,A,Aluno-181,2009,13,Menina,2019,Rede Decisão,Topázio,"8,623","25,000",6,2,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,"9,2","9,5","8,8",Não atendido,"6,8",Não,Sim,"8,458","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-182,A,Aluno-182,2006,16,Menina,2021,Escola Pública,Ágata,"6,328","677,000",93,15,4,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,"7,5","8,0","7,5",Não atendido,"4,1",Não,Não,"6,958","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-183,A,Aluno-183,2009,13,Menina,2022,Escola Pública,Ametista,"7,300","394,000",46,11,4,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,"8,3","8,8","7,5",Não atendido,"3,8",Não,Não,"7,250","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-184,A,Aluno-184,2006,16,Menino,2019,Escola Pública,Ametista,"7,280","403,000",47,12,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,"8,8","7,7","7,5",Não atendido,"7,2",Sim,Não,"8,000","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-185,A,Aluno-185,2007,15,Menino,2021,Escola Pública,Ágata,"6,615","621,000",81,14,4,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,"7,9","7,7","7,5",Não atendido,"4,5",Não,Não,"6,875","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-186,A,Aluno-186,2009,13,Menina,2019,Escola Pública,Ametista,"7,832","192,000",29,7,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"8,3","8,5","7,5",Não atendido,"6,6",Sim,Não,"7,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-187,A,Aluno-187,2010,12,Menina,2019,Rede Decisão,Ametista,"7,928","161,000",25,6,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"8,8","8,9","7,5",Não atendido,"5,8",Não,Não,"7,917","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-188,A,Aluno-188,2008,14,Menino,2021,Escola Pública,Quartzo,"5,307","803,000",122,16,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,"0,0","6,1","7,5",Não atendido,"2,7",Sim,Não,"7,583","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-189,A,Aluno-189,2008,14,Menino,2018,Rede Decisão,Ametista,"7,629","261,000",33,8,4,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,"10,0","9,7","5,0",Requer avaliação,"7,2",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-190,A,Aluno-190,2009,13,Menina,2022,Escola Pública,Ametista,"7,335","380,000",44,10,4,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,"6,7","6,9","8,8",Não atendido,"6,3",Não,Não,"7,250","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-191,A,Aluno-191,2009,13,Menino,2019,Rede Decisão,Topázio,"8,740","13,000",2,1,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"10,0","9,4","8,8",Não atendido,"7,2",Não,Sim,"8,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-192,B,Aluno-192,2007,15,Menino,2021,Escola Pública,Quartzo,"4,932","829,000",130,14,4,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,"8,8","3,6","7,5",Não atendido,"2,7",Não,Não,"4,708","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-193,B,Aluno-193,2010,12,Menino,2016,Rede Decisão,Topázio,"8,155","95,000",16,2,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","8,9","5,6",Sem limitações,"6,7",Não,Sim,"8,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-194,B,Aluno-194,2008,14,Menina,2022,Escola Pública,Quartzo,"4,265","851,000",144,15,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,"0,0","6,2","5,0",Requer avaliação,"3,2",Não,Não,"3,750","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-195,B,Aluno-195,2009,13,Menina,2017,Rede Decisão,Ametista,"8,017","137,000",21,4,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"8,8","9,2","5,0",Requer avaliação,"6,3",Não,Não,"8,250","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-196,B,Aluno-196,2010,12,Menino,2018,Rede Decisão,Topázio,"8,124","106,000",17,3,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","9,1","7,5",Não atendido,"5,1",Não,Sim,"8,625","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-197,B,Aluno-197,2009,13,Menina,2021,Rede Decisão,Topázio,"8,218","82,000",15,1,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,"8,8","9,7","4,4",Requer avaliação,"7,3",Não,Não,"8,292","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-198,B,Aluno-198,2009,13,Menino,2017,Escola Pública,Quartzo,"5,554","782,000",117,11,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"0,0","6,2","5,0",Requer avaliação,"4,6",Não,Não,"5,958","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-199,B,Aluno-199,2009,13,Menino,2022,Escola Pública,Ametista,"7,564","287,000",34,5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"8,3","7,1","7,5",Não atendido,"7,5",Não,Não,"6,458","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-200,B,Aluno-200,2007,15,Menino,2018,Escola JP II,Quartzo,"5,705","759,000",109,9,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,"7,9","5,6","4,4",Requer avaliação,"5,5",Não,Não,"4,917","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-201,B,Aluno-201,2007,15,Menina,2021,Escola Pública,Ametista,"7,078","462,000",58,7,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,"7,9","7,3","7,5",Não atendido,"6,5",Não,Não,"7,542","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-202,B,Aluno-202,2008,14,Menina,2017,Escola Pública,Quartzo,"5,201","810,000",123,13,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,"0,0","5,2","4,4",Requer avaliação,"5,4",Sim,Não,"6,917","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-203,B,Aluno-203,2008,14,Menina,2021,Escola Pública,Quartzo,"5,669","766,000",113,10,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,"8,8","4,3","7,5",Não atendido,"2,8",Não,Não,"6,875","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-204,B,Aluno-204,2009,13,Menina,2019,Escola Pública,Ágata,"6,943","509,000",64,8,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"7,9","6,7","4,4",Requer avaliação,"7,4",Não,Não,"5,708","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-205,B,Aluno-205,2008,14,Menino,2020,Escola Pública,Quartzo,"5,372","797,000",120,12,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,"9,6","3,8","7,5",Não atendido,"4,1",Não,Não,"4,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-206,B,Aluno-206,2010,12,Menina,2022,Escola Pública,Ametista,"7,101","455,000",56,6,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,"8,3","8,8","7,5",Não atendido,"5,0",Não,Não,"5,167","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-207,C,Aluno-207,2006,16,Menino,2021,Escola Pública,Quartzo,"4,936","827,000",129,5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"0,0","4,8","7,5",Não atendido,"5,8",Não,Não,"5,708","2,500",-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-208,C,Aluno-208,2008,14,Menino,2018,Escola Pública,Ágata,"6,667","599,000",78,4,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,"7,5","7,1","7,5",Não atendido,"6,1",Não,Não,"6,417","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-209,C,Aluno-209,2008,14,Menino,2019,Escola Pública,Quartzo,"4,499","843,000",140,7,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"0,0","4,8","5,6",Requer avaliação,"6,0",Não,Não,"3,750","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-210,C,Aluno-210,2008,14,Menino,2022,Escola Pública,Quartzo,"4,440","844,000",141,8,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"0,0","5,1","7,5",Não atendido,"3,4",Não,Não,"4,417","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-211,C,Aluno-211,2009,13,Menino,2021,Escola Pública,Topázio,"8,465","39,000",10,1,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","8,8","7,5",Não atendido,"7,6",Sim,Sim,"8,458","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-212,C,Aluno-212,2008,14,Menino,2022,Escola Pública,Ametista,"7,268","407,000",49,2,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"9,6","8,4","7,5",Não atendido,"6,2",Não,Não,"6,958","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-213,C,Aluno-213,2009,13,Menino,2022,Escola Pública,Ametista,"7,209","425,000",51,3,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,"9,6","8,7","7,5",Não atendido,"3,5",Não,Não,"6,833","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-214,C,Aluno-214,2007,15,Menino,2022,Escola Pública,Quartzo,"4,870","832,000",133,6,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"0,0","6,1","7,5",Não atendido,"4,3",Não,Não,"5,125","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-215,D,Aluno-215,2009,13,Menina,2021,Escola Pública,Ametista,"7,172","442,000",53,3,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"6,7","5,8","7,5",Não atendido,"7,8",Não,Não,"6,542","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-216,D,Aluno-216,2009,13,Menina,2018,Escola Pública,Ametista,"7,502","310,000",35,1,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"7,9","8,5","7,5",Não atendido,"7,0",Não,Não,"5,583","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-217,D,Aluno-217,2007,15,Menina,2021,Escola Pública,Ametista,"7,397","363,000",42,2,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,9","8,5","7,5",Não atendido,"7,1",Sim,Não,"7,292","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-218,D,Aluno-218,2008,14,Menina,2022,Escola Pública,Ágata,"6,100","709,000",99,6,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"6,3","7,3","7,5",Não atendido,"4,0",Não,Não,"6,125","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-219,D,Aluno-219,2006,16,Menino,2019,Escola Pública,Quartzo,"5,942","733,000",105,7,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"8,8","6,9","7,5",Não atendido,"3,5",Não,Não,"6,375","2,500",-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-220,D,Aluno-220,2009,13,Menina,2022,Escola Pública,Ágata,"7,028","479,000",60,4,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,"0,0","8,1","7,5",Não atendido,"6,5",Sim,Não,"7,833","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-221,D,Aluno-221,2008,14,Menino,2022,Escola Pública,Ágata,"6,892","528,000",68,5,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,"9,6","8,5","7,5",Não atendido,"5,2",Não,Não,"6,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-222,D,Aluno-222,2007,15,Menina,2019,Escola Pública,Quartzo,"5,604","774,000",115,8,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"7,1","4,6","7,5",Não atendido,"6,2",Não,Não,"4,917","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-223,E,Aluno-223,2009,13,Menina,2022,Escola Pública,Quartzo,"4,966","823,000",128,12,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"0,0","4,6","7,5",Não atendido,"3,1",Não,Não,"5,583","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-224,E,Aluno-224,2009,13,Menino,2021,Escola Pública,Quartzo,"5,671","765,000",112,11,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"9,6","4,3","7,5",Não atendido,"2,6",Não,Não,"4,875","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-225,E,Aluno-225,2008,14,Menino,2022,Escola Pública,Quartzo,"5,918","736,000",107,10,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"8,3","5,3","7,5",Não atendido,"5,0",Não,Não,"5,708","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
